term,justice_id,justice,idealpt,idealpt_sd,median_idealpt,median_justice
2009,112,Alito,1.815,0.313,0.513,Kennedy
2009,113,Sotomayor,-1.596,0.35,0.513,Kennedy
2010,105,Scalia,2.112,0.345,0.575,Kennedy
2010,106,Kennedy,0.576,0.214,0.575,Kennedy
2010,108,Thomas,3.196,0.507,0.575,Kennedy
2010,109,Ginsburg,-2.095,0.335,0.575,Kennedy
2010,110,Breyer,-1.403,0.27,0.575,Kennedy
2010,111,Roberts,1.381,0.265,0.575,Kennedy
2010,112,Alito,1.958,0.324,0.575,Kennedy
2010,113,Sotomayor,-1.671,0.334,0.575,Kennedy
2010,114,Kagan,-1.441,0.337,0.575,Kennedy
2011,105,Scalia,2.036,0.331,0.293,Kennedy
2011,106,Kennedy,0.293,0.21,0.293,Kennedy
2011,108,Thomas,3.163,0.499,0.293,Kennedy
2011,109,Ginsburg,-2.376,0.351,0.293,Kennedy
2011,110,Breyer,-1.4,0.273,0.293,Kennedy
2011,111,Roberts,1.191,0.259,0.293,Kennedy
2011,112,Alito,1.971,0.322,0.293,Kennedy
2011,113,Sotomayor,-1.837,0.345,0.293,Kennedy
2011,114,Kagan,-1.431,0.307,0.293,Kennedy
2012,105,Scalia,1.71,0.331,0.24,Kennedy
2012,106,Kennedy,0.24,0.205,0.24,Kennedy
2012,108,Thomas,3.11,0.503,0.24,Kennedy
2012,109,Ginsburg,-2.487,0.382,0.24,Kennedy
2012,110,Breyer,-1.39,0.282,0.24,Kennedy
2012,111,Roberts,1.099,0.249,0.24,Kennedy
2012,112,Alito,1.953,0.329,0.24,Kennedy
2012,113,Sotomayor,-2.262,0.369,0.24,Kennedy
2012,114,Kagan,-1.678,0.304,0.24,Kennedy
2013,105,Scalia,1.574,0.345,0.062,Kennedy
2013,106,Kennedy,0.063,0.233,0.062,Kennedy
2013,108,Thomas,3.13,0.511,0.062,Kennedy
2013,109,Ginsburg,-2.495,0.41,0.062,Kennedy
2013,110,Breyer,-1.468,0.301,0.062,Kennedy
2013,111,Roberts,0.795,0.258,0.062,Kennedy
2013,112,Alito,1.887,0.337,0.062,Kennedy
2013,113,Sotomayor,-2.544,0.407,0.062,Kennedy
2013,114,Kagan,-1.643,0.319,0.062,Kennedy
2014,105,Scalia,1.5,0.351,-0.233,Kennedy
2014,106,Kennedy,-0.233,0.213,-0.233,Kennedy
2014,108,Thomas,3.124,0.513,-0.233,Kennedy
2014,109,Ginsburg,-2.595,0.424,-0.233,Kennedy
2014,110,Breyer,-1.57,0.3,-0.233,Kennedy
2014,111,Roberts,0.585,0.226,-0.233,Kennedy
2014,112,Alito,1.697,0.318,-0.233,Kennedy
2014,113,Sotomayor,-2.796,0.437,-0.233,Kennedy
2014,114,Kagan,-1.701,0.32,-0.233,Kennedy
2015,105,Scalia,1.576,0.448,-0.284,Kennedy
2015,106,Kennedy,-0.282,0.234,-0.284,Kennedy
2015,108,Thomas,3.146,0.53,-0.284,Kennedy
2015,109,Ginsburg,-2.729,0.44,-0.284,Kennedy
2015,110,Breyer,-1.481,0.318,-0.284,Kennedy
2015,111,Roberts,0.319,0.236,-0.284,Kennedy
2015,112,Alito,1.575,0.337,-0.284,Kennedy
2015,113,Sotomayor,-2.971,0.47,-0.284,Kennedy
2015,114,Kagan,-1.601,0.331,-0.284,Kennedy
2016,106,Kennedy,-0.055,0.23,-0.066,Kennedy
2016,108,Thomas,3.151,0.55,-0.066,Kennedy
2016,109,Ginsburg,-2.814,0.462,-0.066,Kennedy
2016,110,Breyer,-1.531,0.323,-0.066,Kennedy
2016,111,Roberts,0.341,0.231,-0.066,Kennedy
2016,112,Alito,1.745,0.343,-0.066,Kennedy
2016,113,Sotomayor,-3.12,0.495,-0.066,Kennedy
2016,114,Kagan,-1.656,0.336,-0.066,Kennedy
2016,115,Gorsuch,1.232,0.387,-0.066,Kennedy
2017,106,Kennedy,0.396,0.239,0.291,Kennedy
2017,108,Thomas,3.065,0.59,0.291,Kennedy
2017,109,Ginsburg,-2.86,0.49,0.291,Kennedy
2017,110,Breyer,-1.711,0.329,0.291,Kennedy
2017,111,Roberts,0.409,0.22,0.291,Kennedy
2017,112,Alito,1.907,0.354,0.291,Kennedy
2017,113,Sotomayor,-3.273,0.526,0.291,Kennedy
2017,114,Kagan,-1.724,0.342,0.291,Kennedy
2017,115,Gorsuch,1.191,0.323,0.291,Kennedy
2018,108,Thomas,3.085,0.637,0.259,Kavanaugh
2018,109,Ginsburg,-2.9,0.55,0.259,Kavanaugh
2018,110,Breyer,-1.705,0.396,0.259,Kavanaugh
2018,111,Roberts,0.431,0.276,0.259,Kavanaugh
2018,112,Alito,1.739,0.418,0.259,Kavanaugh
2018,113,Sotomayor,-3.277,0.589,0.259,Kavanaugh
2018,114,Kagan,-1.801,0.397,0.259,Kavanaugh
2018,115,Gorsuch,1.217,0.358,0.259,Kavanaugh
2018,116,Kavanaugh,0.403,0.363,0.259,Kavanaugh
