ccode,polity_code,dispute,StYear,EndYear
2,USA,1,2007,2007
770,PAK,1,2007,2007
630,IRN,1,2007,2007
700,AFG,1,2007,2007
775,MYA,1,2007,2007
800,THI,1,2007,2007
750,IND,1,2007,2007
710,CHN,1,2007,2007
2,USA,1,2008,2009
770,PAK,1,2008,2009
750,IND,1,2008,2008
771,BNG,1,2008,2008
630,IRN,1,2008,2008
700,AFG,1,2008,2008
700,AFG,1,2008,2009
770,PAK,1,2008,2009
770,PAK,1,2008,2010
750,IND,1,2008,2010
820,MAL,1,2008,2008
850,INS,1,2008,2008
780,SRI,1,2008,2008
750,IND,1,2008,2008
800,THI,1,2008,2010
811,CAM,1,2008,2010
850,INS,1,2008,2008
910,PNG,1,2008,2008
771,BNG,1,2008,2008
750,IND,1,2008,2008
771,BNG,1,2008,2009
775,MYA,1,2008,2009
750,IND,1,2008,2008
771,BNG,1,2008,2008
750,IND,1,2009,2010
771,BNG,1,2009,2010
630,IRN,1,2009,2009
700,AFG,1,2009,2009
775,MYA,1,2009,2009
800,THI,1,2009,2009
775,MYA,1,2009,2009
771,BNG,1,2009,2009
630,IRN,1,2009,2009
770,PAK,1,2009,2009
2,USA,1,2010,2010
770,PAK,1,2010,2010
630,IRN,1,2010,2010
700,AFG,1,2010,2010
