ccode,polity_code,dispute,StYear,EndYear
670,SAU,1,1931,1931
678,YAR,1,1931,1931
678,YAR,1,1931,1932
670,SAU,1,1931,1932
670,SAU,1,1933,1934
678,YAR,1,1933,1934
325,ITA,1,1934,1934
200,UKG,1,1934,1934
220,FRN,1,1934,1934
630,IRN,1,1921,1921
365,RUS,1,1921,1921
640,TUR,1,1914,1917
630,IRN,1,1914,1917
365,RUS,1,1918,1918
630,IRN,1,1918,1918
365,RUS,1,1920,1921
200,UKG,1,1920,1921
630,IRN,1,1920,1921
630,IRN,1,1974,1975
645,IRQ,1,1974,1975
645,IRQ,1,1971,1972
630,IRN,1,1971,1972
630,IRN,1,1969,1969
645,IRQ,1,1969,1969
630,IRN,1,1959,1960
645,IRQ,1,1959,1960
135,PER,1,1932,1933
100,COL,1,1932,1933
135,PER,1,1934,1934
100,COL,1,1934,1934
365,RUS,1,1917,1917
710,CHN,1,1917,1917
365,RUS,1,1919,1921
710,CHN,1,1919,1921
130,ECU,1,1901,1905
135,PER,1,1901,1905
130,ECU,1,1910,1910
135,PER,1,1910,1910
130,ECU,1,1912,1913
135,PER,1,1912,1913
130,ECU,1,1914,1916
135,PER,1,1914,1916
130,ECU,1,1917,1918
135,PER,1,1917,1918
135,PER,1,1932,1932
130,ECU,1,1932,1932
135,PER,1,1934,1936
130,ECU,1,1934,1936
130,ECU,1,1938,1938
135,PER,1,1938,1938
135,PER,1,1939,1942
130,ECU,1,1939,1942
130,ECU,1,1951,1951
135,PER,1,1951,1951
135,PER,1,1954,1954
130,ECU,1,1954,1954
135,PER,1,1955,1955
130,ECU,1,1955,1955
2,USA,1,1971,1971
130,ECU,1,1971,1971
100,COL,1,1907,1907
135,PER,1,1907,1907
100,COL,1,1911,1911
135,PER,1,1911,1911
135,PER,1,1913,1913
100,COL,1,1913,1913
135,PER,1,1902,1904
140,BRA,1,1902,1904
140,BRA,1,1918,1918
135,PER,1,1918,1918
110,GUY,1,1966,1967
101,VEN,1,1966,1967
91,HON,1,1922,1922
93,NIC,1,1922,1922
90,GUA,1,1927,1928
91,HON,1,1927,1928
2,USA,1,1929,1929
93,NIC,1,1929,1929
91,HON,1,1929,1929
90,GUA,1,1935,1935
92,SAL,1,1935,1935
165,URU,1,1969,1969
160,ARG,1,1969,1969
93,NIC,1,1957,1957
91,HON,1,1957,1957
100,COL,1,1900,1901
101,VEN,1,1900,1901
90,GUA,1,1917,1917
91,HON,1,1917,1917
92,SAL,1,1920,1920
91,HON,1,1920,1920
740,JPN,1,1919,1919
365,RUS,1,1919,1919
145,BOL,1,1902,1903
140,BRA,1,1902,1903
150,PAR,1,1906,1906
145,BOL,1,1906,1906
135,PER,1,1910,1911
145,BOL,1,1910,1911
135,PER,1,1911,1911
155,CHL,1,1911,1911
150,PAR,1,1918,1918
145,BOL,1,1918,1918
150,PAR,1,1922,1922
145,BOL,1,1922,1922
135,PER,1,1920,1920
155,CHL,1,1920,1920
145,BOL,1,1920,1920
145,BOL,1,1962,1962
155,CHL,1,1962,1962
110,GUY,1,1975,1976
140,BRA,1,1975,1976
91,HON,1,1976,1976
92,SAL,1,1976,1976
155,CHL,1,1976,1976
135,PER,1,1976,1976
2,USA,1,1954,1954
93,NIC,1,1954,1955
94,COS,1,1954,1955
91,HON,1,1918,1918
93,NIC,1,1918,1918
93,NIC,1,1913,1914
100,COL,1,1913,1914
710,CHN,1,1943,1943
712,MON,1,1943,1943
645,IRQ,1,1973,1973
770,PAK,1,1973,1973
92,SAL,1,1907,1907
91,HON,1,1907,1907
93,NIC,1,1907,1907
91,HON,1,1909,1909
70,MEX,1,1909,1909
2,USA,1,1909,1909
93,NIC,1,1909,1909
92,SAL,1,1909,1909
93,NIC,1,1907,1907
90,GUA,1,1907,1907
92,SAL,1,1907,1907
91,HON,1,1907,1907
93,NIC,1,1906,1906
90,GUA,1,1906,1906
91,HON,1,1906,1906
92,SAL,1,1906,1906
92,SAL,1,1969,1969
91,HON,1,1969,1969
42,DOM,1,1912,1912
41,HAI,1,1912,1912
150,PAR,1,1959,1959
160,ARG,1,1959,1959
150,PAR,1,1962,1962
160,ARG,1,1962,1962
150,PAR,1,1935,1935
145,BOL,1,1935,1935
811,CAM,1,1964,1965
817,NA,1,1964,1965
2,USA,1,1964,1964
811,CAM,1,1956,1956
817,NA,1,1956,1956
817,NA,1,1958,1958
811,CAM,1,1958,1958
710,CHN,1,1965,1966
811,CAM,1,1965,1966
817,NA,1,1965,1966
800,THI,1,1965,1966
2,USA,1,1965,1966
811,CAM,1,1967,1967
732,ROK,1,1967,1967
817,NA,1,1967,1967
2,USA,1,1967,1967
365,RUS,1,1919,1920
290,POL,1,1919,1920
811,CAM,1,1953,1954
800,THI,1,1953,1954
800,THI,1,1958,1959
811,CAM,1,1958,1959
811,CAM,1,1961,1961
800,THI,1,1961,1961
800,THI,1,1962,1962
811,CAM,1,1962,1962
811,CAM,1,1964,1966
800,THI,1,1964,1966
811,CAM,1,1967,1967
800,THI,1,1967,1967
800,THI,1,1975,1976
811,CAM,1,1975,1976
811,CAM,1,1976,1987
816,VIE,1,1980,1987
800,THI,1,1976,1987
305,AUS,1,1921,1921
310,HUN,1,1921,1921
366,EST,1,1921,1921
367,LAT,1,1921,1921
365,RUS,1,1921,1921
339,ALB,1,1921,1921
345,YGS,1,1921,1921
770,PAK,1,1947,1949
750,IND,1,1947,1949
355,BUL,1,1923,1923
345,YGS,1,1923,1923
355,BUL,1,1925,1925
350,GRC,1,1925,1925
368,LIT,1,1938,1938
290,POL,1,1938,1938
290,POL,1,1938,1938
315,CZE,1,1938,1938
310,HUN,1,1938,1938
345,YGS,1,1938,1938
315,CZE,1,1938,1938
310,HUN,1,1938,1938
360,RUM,1,1939,1939
310,HUN,1,1939,1939
350,GRC,1,1909,1909
640,TUR,1,1909,1909
355,BUL,1,1912,1913
350,GRC,1,1912,1913
640,TUR,1,1912,1913
345,YGS,1,1912,1913
640,TUR,1,1913,1913
345,YGS,1,1913,1913
355,BUL,1,1913,1913
350,GRC,1,1913,1913
360,RUM,1,1913,1913
345,YGS,1,1915,1916
339,ALB,1,1915,1916
360,RUM,1,1918,1918
365,RUS,1,1918,1918
339,ALB,1,1918,1918
345,YGS,1,1918,1918
325,ITA,1,1918,1918
220,FRN,1,1918,1918
360,RUM,1,1918,1918
345,YGS,1,1918,1918
220,FRN,1,1919,1919
345,YGS,1,1919,1919
325,ITA,1,1919,1919
200,UKG,1,1919,1919
310,HUN,1,1919,1919
360,RUM,1,1919,1919
315,CZE,1,1919,1919
315,CZE,1,1919,1919
290,POL,1,1919,1919
255,GMY,1,1919,1919
367,LAT,1,1919,1919
290,POL,1,1919,1919
366,EST,1,1919,1919
200,UKG,1,1919,1919
350,GRC,1,1919,1922
640,TUR,1,1919,1922
367,LAT,1,1920,1920
290,POL,1,1920,1920
368,LIT,1,1920,1920
290,POL,1,1921,1921
255,GMY,1,1921,1921
355,BUL,1,1908,1909
640,TUR,1,1908,1909
350,GRC,1,1958,1958
640,TUR,1,1958,1958
350,GRC,1,1963,1964
640,TUR,1,1963,1964
350,GRC,1,1967,1967
352,CYP,1,1967,1967
640,TUR,1,1967,1967
350,GRC,1,1948,1948
339,ALB,1,1948,1948
350,GRC,1,1949,1949
339,ALB,1,1949,1949
2,USA,1,1951,1951
365,RUS,1,1949,1951
355,BUL,1,1950,1951
310,HUN,1,1949,1951
360,RUM,1,1950,1951
345,YGS,1,1949,1951
640,TUR,1,1976,1976
350,GRC,1,1976,1976
640,TUR,1,1975,1975
350,GRC,1,1975,1975
640,TUR,1,1974,1974
350,GRC,1,1974,1974
350,GRC,1,1974,1974
352,CYP,1,1974,1974
640,TUR,1,1974,1974
355,BUL,1,1952,1952
350,GRC,1,1952,1952
770,PAK,1,1955,1955
750,IND,1,1955,1955
750,IND,1,1956,1956
770,PAK,1,1956,1956
770,PAK,1,1958,1958
750,IND,1,1958,1958
700,AFG,1,1960,1960
770,PAK,1,1960,1960
700,AFG,1,1961,1961
770,PAK,1,1961,1961
770,PAK,1,1955,1955
700,AFG,1,1955,1955
700,AFG,1,1950,1950
770,PAK,1,1950,1950
770,PAK,1,1949,1949
700,AFG,1,1949,1949
750,IND,1,1950,1950
770,PAK,1,1950,1950
770,PAK,1,1961,1961
750,IND,1,1961,1961
750,IND,1,1962,1962
770,PAK,1,1962,1962
750,IND,1,1965,1965
770,PAK,1,1965,1965
750,IND,1,1965,1966
770,PAK,1,1965,1966
770,PAK,1,1964,1965
750,IND,1,1964,1965
750,IND,1,1963,1963
770,PAK,1,1963,1963
490,ZAI,1,1965,1965
500,UGA,1,1965,1965
490,ZAI,1,1960,1960
211,BEL,1,1960,1960
625,SDN,1,1966,1966
483,CHA,1,1966,1966
483,CHA,1,1969,1969
482,CEN,1,1969,1969
552,ZIM,1,1966,1966
580,MAG,1,1966,1966
520,SOM,1,1966,1966
490,ZAI,1,1966,1966
484,CON,1,1969,1970
490,ZAI,1,1969,1970
235,POR,1,1969,1969
484,CON,1,1969,1969
484,CON,1,1965,1965
490,ZAI,1,1965,1965
484,CON,1,1963,1963
490,ZAI,1,1963,1963
435,MAA,1,1975,1975
615,ALG,1,1975,1975
600,MOR,1,1975,1975
230,SPN,1,1975,1975
235,POR,1,1967,1967
490,ZAI,1,1967,1967
571,BOT,1,1976,1978
552,ZIM,1,1976,1978
571,BOT,1,1975,1975
552,ZIM,1,1975,1975
552,ZIM,1,1969,1969
571,BOT,1,1969,1969
483,CHA,1,1976,1977
620,LIB,1,1976,1977
481,GAB,1,1976,1976
471,CAO,1,1976,1976
481,GAB,1,1972,1972
411,EQG,1,1972,1972
235,POR,1,1973,1973
553,MAW,1,1973,1973
750,IND,1,1967,1967
770,PAK,1,1967,1967
740,JPN,1,1953,1954
732,ROK,1,1953,1954
740,JPN,1,1954,1954
732,ROK,1,1954,1954
740,JPN,1,1955,1955
732,ROK,1,1955,1955
740,JPN,1,1958,1959
732,ROK,1,1958,1959
740,JPN,1,1961,1961
732,ROK,1,1961,1961
812,LAO,1,1958,1960
816,VIE,1,1958,1960
452,GHA,1,1966,1966
438,GUI,1,1966,1966
437,IVO,1,1966,1966
438,GUI,1,1967,1967
437,IVO,1,1967,1967
2,USA,1,1962,1973
800,THI,1,1962,1973
816,VIE,1,1962,1973
812,LAO,1,1962,1973
920,NEW,1,1962,1962
200,UKG,1,1962,1962
900,AUL,1,1962,1962
365,RUS,1,1962,1962
710,CHN,1,1962,1964
811,CAM,1,1969,1969
816,VIE,1,1969,1969
516,BUI,1,1964,1964
517,RWA,1,1964,1964
517,RWA,1,1973,1973
510,TAZ,1,1973,1973
516,BUI,1,1973,1973
812,LAO,1,1960,1961
816,VIE,1,1960,1961
800,THI,1,1961,1961
710,CHN,1,1961,1961
2,USA,1,1961,1961
365,RUS,1,1960,1961
510,TAZ,1,1972,1972
235,POR,1,1972,1972
500,UGA,1,1965,1965
501,KEN,1,1965,1965
501,KEN,1,1973,1973
500,UGA,1,1973,1973
501,KEN,1,1976,1976
500,UGA,1,1976,1976
775,MYA,1,1959,1959
770,PAK,1,1959,1959
713,TAW,1,1950,1953
775,MYA,1,1950,1953
812,LAO,1,1975,1975
800,THI,1,1975,1975
666,ISR,1,1976,1976
500,UGA,1,1976,1976
530,ETI,1,1967,1967
520,SOM,1,1967,1967
501,KEN,1,1967,1967
2,USA,1,1964,1969
731,PRK,1,1964,1969
732,ROK,1,1964,1969
510,TAZ,1,1971,1971
500,UGA,1,1971,1971
620,LIB,1,1972,1972
500,UGA,1,1972,1973
510,TAZ,1,1972,1973
625,SDN,1,1974,1974
551,ZAM,1,1974,1975
500,UGA,1,1974,1975
510,TAZ,1,1974,1975
420,GAM,1,1974,1974
433,SEN,1,1974,1974
433,SEN,1,1969,1971
438,GUI,1,1970,1970
235,POR,1,1969,1971
438,GUI,1,1973,1973
235,POR,1,1973,1973
433,SEN,1,1961,1961
235,POR,1,1961,1961
433,SEN,1,1963,1963
235,POR,1,1963,1963
235,POR,1,1972,1972
433,SEN,1,1972,1972
551,ZAM,1,1972,1973
235,POR,1,1972,1973
551,ZAM,1,1971,1971
235,POR,1,1971,1971
551,ZAM,1,1966,1969
235,POR,1,1966,1969
560,SAF,1,1974,1974
551,ZAM,1,1974,1974
552,ZIM,1,1974,1974
551,ZAM,1,1973,1973
560,SAF,1,1973,1973
552,ZIM,1,1973,1973
551,ZAM,1,1971,1971
560,SAF,1,1971,1971
551,ZAM,1,1969,1969
552,ZIM,1,1969,1969
551,ZAM,1,1968,1968
560,SAF,1,1968,1968
551,ZAM,1,1966,1966
552,ZIM,1,1966,1966
500,UGA,1,1968,1968
625,SDN,1,1968,1968
500,UGA,1,1971,1971
625,SDN,1,1971,1971
411,EQG,1,1969,1969
230,SPN,1,1969,1969
436,NIR,1,1963,1964
434,BEN,1,1963,1964
438,GUI,1,1966,1966
452,GHA,1,1966,1966
452,GHA,1,1966,1966
438,GUI,1,1966,1966
435,MAA,1,1962,1962
432,MLI,1,1962,1962
439,BFO,1,1974,1975
432,MLI,1,1974,1975
560,SAF,1,1975,1975
235,POR,1,1975,1975
452,GHA,1,1961,1961
461,TOG,1,1961,1961
461,TOG,1,1962,1962
452,GHA,1,1962,1962
452,GHA,1,1965,1965
461,TOG,1,1965,1965
520,SOM,1,1961,1961
530,ETI,1,1961,1961
625,SDN,1,1967,1967
530,ETI,1,1967,1967
520,SOM,1,1960,1960
530,ETI,1,1960,1960
530,ETI,1,1963,1964
520,SOM,1,1963,1964
501,KEN,1,1963,1964
520,SOM,1,1963,1964
530,ETI,1,1974,1974
520,SOM,1,1974,1974
530,ETI,1,1975,1976
520,SOM,1,1975,1976
541,MZM,1,1975,1977
552,ZIM,1,1975,1977
551,ZAM,1,1976,1977
816,VIE,1,1975,1979
811,CAM,1,1975,1979
551,ZAM,1,1976,1976
540,ANG,1,1975,1988
40,CUB,1,1975,1988
560,SAF,1,1975,1988
490,ZAI,1,1975,1978
770,PAK,1,1974,1974
700,AFG,1,1974,1974
770,PAK,1,1971,1971
750,IND,1,1971,1971
290,POL,1,1954,1954
365,RUS,1,1954,1954
713,TAW,1,1954,1954
790,NEP,1,1969,1969
750,IND,1,1969,1969
850,INS,1,1975,1976
235,POR,1,1975,1976
840,PHI,1,1956,1956
817,NA,1,1956,1956
713,TAW,1,1956,1956
710,CHN,1,1956,1956
790,NEP,1,1968,1968
750,IND,1,1968,1968
790,NEP,1,1965,1965
750,IND,1,1965,1965
790,NEP,1,1962,1962
750,IND,1,1962,1962
710,CHN,1,1962,1962
770,PAK,1,1964,1964
750,IND,1,1964,1964
750,IND,1,1976,1976
771,BNG,1,1976,1976
2,USA,1,1975,1975
731,PRK,1,1975,1975
732,ROK,1,1975,1975
255,GMY,1,1918,1918
380,SWD,1,1918,1918
365,RUS,1,1970,1970
666,ISR,1,1967,1970
651,EGY,1,1967,1970
260,NA,1,1974,1974
395,NA,1,1974,1974
145,BOL,1,1866,1866
130,ECU,1,1866,1866
155,CHL,1,1865,1866
230,SPN,1,1865,1866
135,PER,1,1865,1866
740,JPN,1,1884,1885
710,CHN,1,1884,1885
740,JPN,1,1885,1885
710,CHN,1,1885,1885
200,UKG,1,1885,1885
2,USA,1,1885,1885
710,CHN,1,1874,1874
740,JPN,1,1874,1874
730,NA,1,1894,1894
710,CHN,1,1894,1895
740,JPN,1,1894,1895
210,NTH,1,1849,1849
101,VEN,1,1849,1849
210,NTH,1,1854,1855
101,VEN,1,1854,1855
101,VEN,1,1856,1856
210,NTH,1,1856,1856
2,USA,1,1857,1857
155,CHL,1,1857,1857
210,NTH,1,1869,1869
101,VEN,1,1869,1869
230,SPN,1,1846,1847
135,PER,1,1846,1847
155,CHL,1,1846,1847
145,BOL,1,1857,1858
155,CHL,1,1857,1858
155,CHL,1,1861,1861
145,BOL,1,1861,1861
145,BOL,1,1863,1863
155,CHL,1,1863,1863
155,CHL,1,1872,1872
135,PER,1,1872,1872
135,PER,1,1852,1852
100,COL,1,1852,1852
101,VEN,1,1852,1852
155,CHL,1,1852,1852
160,ARG,1,1843,1844
155,CHL,1,1843,1844
160,ARG,1,1873,1873
155,CHL,1,1873,1873
155,CHL,1,1877,1877
160,ARG,1,1877,1877
160,ARG,1,1878,1878
155,CHL,1,1878,1878
155,CHL,1,1879,1879
160,ARG,1,1879,1879
155,CHL,1,1891,1892
2,USA,1,1891,1892
160,ARG,1,1897,1898
155,CHL,1,1897,1898
135,PER,1,1884,1884
155,CHL,1,1884,1884
145,BOL,1,1884,1884
155,CHL,1,1884,1884
155,CHL,1,1883,1883
200,UKG,1,1883,1883
325,ITA,1,1883,1883
2,USA,1,1883,1883
220,FRN,1,1883,1883
135,PER,1,1879,1883
155,CHL,1,1878,1883
145,BOL,1,1878,1880
100,COL,1,1863,1863
130,ECU,1,1863,1863
100,COL,1,1862,1862
130,ECU,1,1862,1862
100,COL,1,1857,1857
130,ECU,1,1857,1857
100,COL,1,1856,1856
2,USA,1,1856,1856
135,PER,1,1852,1852
155,CHL,1,1852,1852
100,COL,1,1852,1852
2,USA,1,1834,1834
100,COL,1,1834,1834
140,BRA,1,1868,1868
2,USA,1,1868,1868
140,BRA,1,1873,1874
160,ARG,1,1873,1874
140,BRA,1,1872,1872
160,ARG,1,1872,1872
140,BRA,1,1851,1852
160,ARG,1,1851,1852
41,HAI,1,1891,1891
2,USA,1,1891,1891
2,USA,1,1888,1888
41,HAI,1,1888,1888
41,HAI,1,1882,1882
2,USA,1,1882,1882
41,HAI,1,1869,1869
2,USA,1,1869,1869
90,GUA,1,1876,1876
92,SAL,1,1876,1876
92,SAL,1,1890,1890
90,GUA,1,1890,1890
2,USA,1,1885,1885
70,MEX,1,1885,1885
92,SAL,1,1885,1885
90,GUA,1,1885,1885
235,POR,1,1840,1841
230,SPN,1,1840,1841
2,USA,1,1893,1893
70,MEX,1,1893,1893
2,USA,1,1886,1886
70,MEX,1,1886,1886
70,MEX,1,1880,1880
2,USA,1,1880,1880
70,MEX,1,1876,1878
2,USA,1,1876,1878
70,MEX,1,1875,1875
2,USA,1,1875,1875
70,MEX,1,1873,1873
2,USA,1,1873,1873
70,MEX,1,1859,1860
2,USA,1,1859,1860
70,MEX,1,1860,1860
2,USA,1,1860,1860
70,MEX,1,1855,1855
2,USA,1,1855,1855
70,MEX,1,1850,1851
2,USA,1,1850,1851
70,MEX,1,1843,1848
2,USA,1,1843,1848
2,USA,1,1838,1838
70,MEX,1,1838,1838
70,MEX,1,1836,1837
2,USA,1,1836,1837
70,MEX,1,1836,1836
2,USA,1,1836,1836
2,USA,1,1839,1839
70,MEX,1,1839,1839
2,USA,1,1898,1898
230,SPN,1,1898,1898
230,SPN,1,1896,1896
2,USA,1,1896,1896
230,SPN,1,1875,1875
2,USA,1,1875,1875
155,CHL,1,1864,1864
135,PER,1,1864,1865
230,SPN,1,1864,1865
2,USA,1,1855,1855
230,SPN,1,1855,1855
2,USA,1,1854,1854
230,SPN,1,1854,1854
2,USA,1,1850,1850
230,SPN,1,1850,1850
2,USA,1,1818,1818
230,SPN,1,1818,1818
350,GRC,1,1896,1897
640,TUR,1,1896,1897
640,TUR,1,1882,1882
350,GRC,1,1882,1882
640,TUR,1,1878,1878
350,GRC,1,1878,1878
640,TUR,1,1877,1877
350,GRC,1,1877,1877
350,GRC,1,1868,1869
640,TUR,1,1868,1869
640,TUR,1,1866,1866
350,GRC,1,1866,1866
350,GRC,1,1829,1829
640,TUR,1,1829,1829
230,SPN,1,1859,1860
600,MOR,1,1859,1860
600,MOR,1,1893,1894
230,SPN,1,1893,1894
150,PAR,1,1846,1846
160,ARG,1,1846,1846
140,BRA,1,1850,1850
150,PAR,1,1850,1850
140,BRA,1,1855,1855
150,PAR,1,1855,1855
150,PAR,1,1862,1862
140,BRA,1,1862,1862
150,PAR,1,1863,1870
140,BRA,1,1863,1870
160,ARG,1,1865,1870
135,PER,1,1858,1860
130,ECU,1,1858,1860
230,SPN,1,1859,1859
135,PER,1,1859,1859
155,CHL,1,1862,1863
135,PER,1,1862,1863
230,SPN,1,1862,1863
130,ECU,1,1893,1894
135,PER,1,1893,1894
100,COL,1,1899,1899
135,PER,1,1899,1899
100,COL,1,1912,1912
135,PER,1,1912,1912
41,HAI,1,1889,1889
2,USA,1,1889,1889
160,ARG,1,1866,1866
145,BOL,1,1866,1866
145,BOL,1,1887,1888
150,PAR,1,1887,1888
660,LEB,1,1949,1949
652,SYR,1,1949,1949
210,NTH,1,1960,1960
850,INS,1,1960,1960
811,CAM,1,1970,1970
800,THI,1,1970,1970
160,ARG,1,1965,1965
155,CHL,1,1965,1965
155,CHL,1,1967,1968
160,ARG,1,1967,1968
800,THI,1,1968,1968
811,CAM,1,1968,1968
551,ZAM,1,1970,1970
552,ZIM,1,1970,1970
560,SAF,1,1970,1970
670,SAU,1,1973,1973
645,IRQ,1,1972,1973
690,KUW,1,1972,1973
690,KUW,1,1975,1975
645,IRQ,1,1975,1975
355,BUL,1,1941,1941
310,HUN,1,1941,1941
360,RUM,1,1941,1941
93,NIC,1,1941,1941
811,CAM,1,1970,1970
816,VIE,1,1970,1970
140,BRA,1,1826,1826
200,UKG,1,1826,1826
200,UKG,1,1836,1836
100,COL,1,1836,1836
140,BRA,1,1842,1842
200,UKG,1,1842,1842
140,BRA,1,1845,1846
200,UKG,1,1845,1846
200,UKG,1,1849,1852
140,BRA,1,1849,1852
101,VEN,1,1858,1858
200,UKG,1,1858,1858
220,FRN,1,1858,1858
150,PAR,1,1859,1859
200,UKG,1,1859,1859
200,UKG,1,1859,1859
101,VEN,1,1859,1859
200,UKG,1,1860,1860
220,FRN,1,1860,1860
230,SPN,1,1860,1860
2,USA,1,1860,1860
41,HAI,1,1872,1872
255,GMY,1,1872,1872
160,ARG,1,1876,1876
155,CHL,1,1876,1876
325,ITA,1,1877,1877
300,NA,1,1877,1877
101,VEN,1,1881,1881
2,USA,1,1881,1881
200,UKG,1,1881,1881
101,VEN,1,1886,1887
200,UKG,1,1886,1887
640,TUR,1,1889,1889
325,ITA,1,1889,1889
200,UKG,1,1890,1891
325,ITA,1,1890,1891
155,CHL,1,1891,1891
200,UKG,1,1891,1891
220,FRN,1,1891,1891
42,DOM,1,1895,1895
2,USA,1,1895,1895
220,FRN,1,1895,1895
140,BRA,1,1895,1895
200,UKG,1,1895,1895
140,BRA,1,1895,1895
220,FRN,1,1895,1895
220,FRN,1,1896,1896
140,BRA,1,1896,1896
41,HAI,1,1896,1896
255,GMY,1,1896,1896
235,POR,1,1897,1897
200,UKG,1,1897,1897
710,CHN,1,1905,1906
2,USA,1,1905,1906
40,CUB,1,1912,1912
2,USA,1,1912,1912
70,MEX,1,1911,1912
2,USA,1,1911,1912
210,NTH,1,1914,1914
200,UKG,1,1914,1914
255,GMY,1,1914,1914
390,DEN,1,1914,1914
385,NOR,1,1915,1918
255,GMY,1,1915,1918
255,GMY,1,1915,1916
365,RUS,1,1915,1916
220,FRN,1,1915,1916
300,NA,1,1915,1916
200,UKG,1,1915,1916
380,SWD,1,1915,1916
380,SWD,1,1917,1917
200,UKG,1,1917,1917
2,USA,1,1917,1917
210,NTH,1,1914,1918
255,GMY,1,1914,1918
40,CUB,1,1921,1921
2,USA,1,1921,1921
92,SAL,1,1921,1921
2,USA,1,1921,1921
710,CHN,1,1922,1923
365,RUS,1,1922,1923
530,ETI,1,1923,1923
325,ITA,1,1923,1923
325,ITA,1,1925,1926
220,FRN,1,1925,1926
325,ITA,1,1926,1927
220,FRN,1,1926,1927
200,UKG,1,1927,1927
230,SPN,1,1927,1927
220,FRN,1,1927,1927
325,ITA,1,1927,1927
365,RUS,1,1927,1927
710,CHN,1,1927,1927
40,CUB,1,1933,1934
2,USA,1,1933,1934
41,HAI,1,1881,1881
2,USA,1,1881,1881
200,UKG,1,1883,1884
41,HAI,1,1883,1884
255,GMY,1,1939,1940
325,ITA,1,1939,1940
366,EST,1,1939,1939
290,POL,1,1939,1939
255,GMY,1,1939,1939
225,SWZ,1,1939,1939
800,THI,1,1940,1940
740,JPN,1,1940,1940
160,ARG,1,1942,1942
255,GMY,1,1942,1942
200,UKG,1,1942,1945
800,THI,1,1942,1945
900,AUL,1,1942,1945
310,HUN,1,1944,1944
255,GMY,1,1944,1944
235,POR,1,1944,1944
255,GMY,1,1944,1944
200,UKG,1,1947,1947
155,CHL,1,1947,1947
160,ARG,1,1947,1947
380,SWD,1,1952,1952
365,RUS,1,1952,1952
2,USA,1,1952,1952
130,ECU,1,1952,1952
355,BUL,1,1952,1952
360,RUM,1,1952,1952
310,HUN,1,1952,1952
365,RUS,1,1952,1952
345,YGS,1,1952,1952
2,USA,1,1954,1954
130,ECU,1,1954,1954
220,FRN,1,1957,1958
616,TUN,1,1957,1958
750,IND,1,1958,1958
710,CHN,1,1958,1958
775,MYA,1,1959,1959
710,CHN,1,1959,1959
732,ROK,1,1959,1959
365,RUS,1,1959,1959
710,CHN,1,1960,1960
732,ROK,1,1960,1960
220,FRN,1,1960,1960
616,TUN,1,1960,1960
210,NTH,1,1966,1966
710,CHN,1,1966,1966
230,SPN,1,1866,1866
2,USA,1,1866,1866
710,CHN,1,1967,1967
750,IND,1,1967,1967
230,SPN,1,1969,1969
200,UKG,1,1969,1969
360,RUM,1,1971,1971
365,RUS,1,1971,1971
310,HUN,1,1971,1971
315,CZE,1,1971,1971
339,ALB,1,1976,1976
345,YGS,1,1976,1976
365,RUS,1,1919,1920
375,FIN,1,1919,1920
160,ARG,1,1917,1917
255,GMY,1,1917,1917
160,ARG,1,1914,1915
255,GMY,1,1914,1915
160,ARG,1,1916,1916
220,FRN,1,1916,1916
816,VIE,1,1975,1975
710,CHN,1,1975,1975
380,SWD,1,1915,1915
200,UKG,1,1915,1915
92,SAL,1,1932,1932
20,CAN,1,1932,1932
91,HON,1,1911,1911
90,GUA,1,1911,1911
200,UKG,1,1911,1911
2,USA,1,1911,1911
640,TUR,1,1825,1825
325,ITA,1,1825,1825
640,TUR,1,1924,1924
325,ITA,1,1924,1924
210,NTH,1,1916,1916
200,UKG,1,1916,1916
640,TUR,1,1888,1888
350,GRC,1,1888,1888
140,BRA,1,1839,1841
200,UKG,1,1839,1841
2,USA,1,1959,1959
40,CUB,1,1959,1959
220,FRN,1,1857,1858
235,POR,1,1857,1858
790,NEP,1,1956,1956
710,CHN,1,1956,1956
600,MOR,1,1960,1960
220,FRN,1,1960,1960
740,JPN,1,1940,1940
200,UKG,1,1940,1940
640,TUR,1,1876,1876
200,UKG,1,1876,1876
140,BRA,1,1826,1826
220,FRN,1,1826,1826
220,FRN,1,1833,1833
100,COL,1,1833,1833
135,PER,1,1852,1852
2,USA,1,1852,1852
100,COL,1,1856,1857
200,UKG,1,1856,1857
230,SPN,1,1861,1861
2,USA,1,1861,1861
200,UKG,1,1862,1863
140,BRA,1,1862,1863
200,UKG,1,1880,1880
160,ARG,1,1880,1880
100,COL,1,1885,1885
325,ITA,1,1885,1885
740,JPN,1,1908,1908
2,USA,1,1908,1908
385,NOR,1,1914,1914
255,GMY,1,1914,1914
385,NOR,1,1911,1911
255,GMY,1,1911,1911
200,UKG,1,1911,1911
325,ITA,1,1911,1911
255,GMY,1,1914,1915
235,POR,1,1914,1915
255,GMY,1,1914,1918
380,SWD,1,1914,1918
2,USA,1,1915,1915
70,MEX,1,1915,1915
210,NTH,1,1917,1917
200,UKG,1,1917,1917
710,CHN,1,1918,1919
740,JPN,1,1918,1919
325,ITA,1,1920,1920
339,ALB,1,1920,1920
365,RUS,1,1922,1922
700,AFG,1,1922,1922
345,YGS,1,1923,1923
325,ITA,1,1923,1923
365,RUS,1,1925,1926
700,AFG,1,1925,1926
255,GMY,1,1940,1940
225,SWZ,1,1940,1940
740,JPN,1,1941,1941
800,THI,1,1941,1941
